County,Registered Voters,Election Day,Absentee,Provisional,Ballots Cast,Voter Turnout
MT LEBANON WARD 2 DIST 5,576,199,285,5,489,84.90 %
MT LEBANON WARD 2 DIST 6,586,216,291,13,520,88.74 %
MT LEBANON WARD 2 DIST 7,656,255,316,9,580,88.41 %
MT LEBANON WARD 2 DIST 8,1021,265,546,9,820,80.31 %
MT LEBANON WARD 3 DIST 1,656,243,315,11,569,86.74 %
MT LEBANON WARD 3 DIST 2,895,351,419,9,779,87.04 %
MT LEBANON WARD 3 DIST 3,715,245,355,6,606,84.76 %
MT LEBANON WARD 3 DIST 4,761,261,316,8,585,76.87 %
MT LEBANON WARD 3 DIST 5,705,285,315,8,608,86.24 %
MT LEBANON WARD 3 DIST 6,466,201,207,5,413,88.63 %
MT LEBANON WARD 3 DIST 7,878,276,441,5,722,82.23 %
MT LEBANON WARD 3 DIST 8,322,131,134,1,266,82.61 %
MT LEBANON WARD 4 DIST 1,802,263,340,12,615,76.68 %
MT LEBANON WARD 4 DIST 2,904,344,393,13,750,82.96 %
MT LEBANON WARD 4 DIST 3,757,258,337,9,604,79.79 %
MT LEBANON WARD 4 DIST 4,665,275,305,9,589,88.57 %
MT LEBANON WARD 4 DIST 5,657,280,293,7,580,88.28 %
MT LEBANON WARD 4 DIST 6,690,272,309,14,595,86.23 %
MT LEBANON WARD 4 DIST 7,868,264,422,13,699,80.53 %
MT LEBANON WARD 5 DIST 1,608,224,283,9,516,84.87 %
MT LEBANON WARD 5 DIST 2,467,139,181,9,329,70.45 %
MT LEBANON WARD 5 DIST 3,617,214,282,11,507,82.17 %
MT LEBANON WARD 5 DIST 4,612,239,279,5,523,85.46 %
MT LEBANON WARD 5 DIST 5,644,218,340,8,566,87.89 %
MT LEBANON WARD 5 DIST 6,487,176,235,5,416,85.42 %
MT LEBANON WARD 5 DIST 7,795,290,385,8,683,85.91 %
MT LEBANON WARD 5 DIST 8,985,318,453,15,786,79.80 %
MT OLIVER DIST 1,722,230,150,4,384,53.19 %
MT OLIVER DIST 2,746,271,155,11,437,58.58 %
MT OLIVER DIST 3,493,179,128,2,309,62.68 %
MT OLIVER DIST 4,318,115,89,10,214,67.30 %
MUNHALL DIST 1,476,161,138,7,306,64.29 %
MUNHALL DIST 2,508,158,156,6,320,62.99 %
MUNHALL DIST 3,500,196,115,20,331,66.20 %
MUNHALL DIST 4,439,177,148,17,342,77.90 %
MUNHALL DIST 5,739,333,266,2,601,81.33 %
MUNHALL DIST 6,729,341,227,14,582,79.84 %
MUNHALL DIST 7,1186,466,452,18,936,78.92 %
MUNHALL DIST 8,660,311,253,11,575,87.12 %
MUNHALL DIST 9,734,344,208,13,565,76.98 %
MUNHALL DIST 10,536,256,151,11,418,77.99 %
MUNHALL DIST 11,950,407,392,13,812,85.47 %
MUNHALL DIST 12,549,288,181,3,472,85.97 %
NEVILLE WARD 1,268,143,53,4,200,74.63 %
NEVILLE WARD 2,231,92,51,2,145,62.77 %
NEVILLE WARD 3,265,149,71,9,229,86.42 %
N BRADDOCK WARD 1 DIST 1,219,79,96,6,181,82.65 %
N BRADDOCK WARD 1 DIST 2,509,190,155,6,351,68.96 %
N BRADDOCK WARD 1 DIST 3,531,186,135,18,339,63.84 %
N BRADDOCK WARD 2 DIST 1,437,142,97,5,244,55.84 %
N BRADDOCK WARD 2 DIST 2,591,211,163,14,388,65.65 %
N BRADDOCK WARD 3 DIST 1,413,134,121,6,261,63.20 %
N BRADDOCK WARD 3 DIST 2,496,159,118,10,287,57.86 %
N FAYETTE DIST 1,2176,1046,730,15,1791,82.31 %
N FAYETTE DIST 2,2543,1024,845,54,1923,75.62 %
N FAYETTE DIST 3,2436,964,921,32,1917,78.69 %
N FAYETTE DIST 4,1128,481,302,10,793,70.30 %
N FAYETTE DIST 5,2829,1265,980,31,2276,80.45 %
N VERSAILLES WARD 1 DIST 1,671,319,203,5,527,78.54 %
N VERSAILLES WARD 1 DIST 2,650,317,202,25,544,83.69 %
N VERSAILLES WARD 2 DIST 1,669,313,195,11,519,77.58 %
N VERSAILLES WARD 2 DIST 2,197,89,62,5,156,79.19 %
N VERSAILLES WARD 3 DIST 1,506,235,172,22,429,84.78 %
N VERSAILLES WARD 3 DIST 2,624,213,240,20,473,75.80 %
N VERSAILLES WARD 4 DIST 1,507,248,117,7,372,73.37 %
N VERSAILLES WARD 4 DIST 2,402,204,105,10,319,79.35 %
N VERSAILLES WARD 5 DIST 1,571,199,137,10,346,60.60 %
N VERSAILLES WARD 5 DIST 2,400,139,121,9,269,67.25 %
N VERSAILLES WARD 6 DIST 1,648,319,200,7,526,81.17 %
N VERSAILLES WARD 6 DIST 2,562,278,179,13,470,83.63 %
N VERSAILLES WARD 7,676,228,199,26,453,67.01 %
OAKDALE DIST 1,612,371,129,9,509,83.17 %
OAKDALE DIST 2,451,244,137,7,388,86.03 %
OAKMONT DIST 1,858,403,330,8,741,86.36 %
OAKMONT DIST 2,1094,425,462,16,903,82.54 %
OAKMONT DIST 3,770,397,237,13,647,84.03 %
OAKMONT DIST 4,898,413,316,9,738,82.18 %
OAKMONT DIST 5,712,301,259,10,570,80.06 %
OAKMONT DIST 6,1266,501,537,21,1059,83.65 %
OHARA WARD 1 DIST 1,1075,307,503,13,823,76.56 %
OHARA WARD 1 DIST 2,652,243,291,5,539,82.67 %
OHARA WARD 2 DIST 1,626,264,263,7,534,85.30 %
OHARA WARD 2 DIST 2,937,361,402,18,781,83.35 %
OHARA WARD 3 DIST 1,669,318,255,7,580,86.70 %
OHARA WARD 3 DIST 2,597,279,206,7,492,82.41 %
OHARA WARD 4 DIST 1,582,148,308,7,463,79.55 %
OHARA WARD 4 DIST 2,789,292,393,16,701,88.85 %
OHARA WARD 5 DIST 1,755,292,329,10,631,83.58 %
OHARA WARD 5 DIST 2,893,300,448,13,761,85.22 %
OHIO DIST 1,1446,647,568,14,1229,84.99 %
OHIO DIST 2,1815,700,898,30,1628,89.70 %
OHIO DIST 3,2130,860,862,7,1729,81.17 %
GLEN OSBORNE,462,229,161,10,400,86.58 %
PENN HILLS WARD 1 DIST 1,745,134,332,7,473,63.49 %
PENN HILLS WARD 1 DIST 2,737,199,343,13,555,75.31 %
PENN HILLS WARD 1 DIST 3,498,123,169,11,303,60.84 %
PENN HILLS WARD 1 DIST 4,328,69,135,13,217,66.16 %
PENN HILLS WARD 1 DIST 5,207,56,71,2,129,62.32 %
PENN HILLS WARD 2 DIST 1,718,176,308,13,497,69.22 %
PENN HILLS WARD 2 DIST 2,743,212,280,7,499,67.16 %
PENN HILLS WARD 2 DIST 3,856,275,354,2,631,73.71 %
PENN HILLS WARD 2 DIST 4,594,158,333,3,494,83.16 %
PENN HILLS WARD 3 DIST 1,758,245,338,11,594,78.36 %
PENN HILLS WARD 3 DIST 2,518,160,223,8,391,75.48 %
PENN HILLS WARD 3 DIST 3,656,163,331,7,501,76.37 %
PENN HILLS WARD 3 DIST 4,835,249,349,14,612,73.29 %
PENN HILLS WARD 3 DIST 5,453,126,164,9,299,66.00 %
PENN HILLS WARD 3 DIST 6,492,169,189,7,365,74.19 %
PENN HILLS WARD 4 DIST 1,557,147,269,12,428,76.84 %
PENN HILLS WARD 4 DIST 2,737,233,277,3,513,69.61 %
PENN HILLS WARD 4 DIST 3,774,239,331,14,584,75.45 %
PENN HILLS WARD 4 DIST 4,598,179,272,15,466,77.93 %
PENN HILLS WARD 4 DIST 5,592,183,271,10,464,78.38 %
PENN HILLS WARD 5 DIST 1,753,256,291,8,555,73.71 %
PENN HILLS WARD 5 DIST 2,609,204,210,21,435,71.43 %
PENN HILLS WARD 5 DIST 3,696,235,324,20,579,83.19 %
PENN HILLS WARD 5 DIST 4,624,242,286,1,529,84.78 %
PENN HILLS WARD 5 DIST 5,524,177,245,5,427,81.49 %
PENN HILLS WARD 5 DIST 6,713,223,311,10,544,76.30 %
PENN HILLS WARD 6 DIST 1,590,222,198,6,426,72.20 %
PENN HILLS WARD 6 DIST 2,662,229,248,10,487,73.56 %
PENN HILLS WARD 6 DIST 3,547,174,250,16,440,80.44 %
PENN HILLS WARD 6 DIST 4,591,185,217,4,406,68.70 %
PENN HILLS WARD 6 DIST 5,624,199,261,16,476,76.28 %
PENN HILLS WARD 6 DIST 6,579,190,255,11,456,78.76 %
PENN HILLS WARD 7 DIST 1,655,205,294,17,516,78.78 %
PENN HILLS WARD 7 DIST 2,668,211,251,21,483,72.31 %
PENN HILLS WARD 7 DIST 3,917,279,407,22,708,77.21 %
PENN HILLS WARD 7 DIST 4,628,242,249,11,502,79.94 %
PENN HILLS WARD 7 DIST 5,725,248,323,14,585,80.69 %
PENN HILLS WARD 7 DIST 6,742,270,272,8,550,74.12 %
PENN HILLS WARD 7 DIST 7,709,276,219,11,506,71.37 %
PENN HILLS WARD 8 DIST 1,659,242,292,15,549,83.31 %
PENN HILLS WARD 8 DIST 2,560,258,185,19,462,82.50 %
PENN HILLS WARD 8 DIST 3,536,220,222,8,450,83.96 %
PENN HILLS WARD 8 DIST 4,652,245,298,8,551,84.51 %
PENN HILLS WARD 8 DIST 5,922,299,407,12,718,77.87 %
PENN HILLS WARD 8 DIST 6,478,177,221,6,404,84.52 %
PENN HILLS WARD 9 DIST 1,513,210,229,7,446,86.94 %
PENN HILLS WARD 9 DIST 2,585,215,242,10,467,79.83 %
PENN HILLS WARD 9 DIST 3,854,319,350,19,688,80.56 %
PENN HILLS WARD 9 DIST 4,606,265,236,9,510,84.16 %
PENN HILLS WARD 9 DIST 5,296,71,134,5,210,70.95 %
PINE DIST 1,1446,564,603,24,1191,82.37 %
PINE DIST 2,2044,812,878,26,1716,83.95 %
PINE DIST 3,464,202,179,8,389,83.84 %
PINE DIST 4,1407,587,590,16,1193,84.79 %
PINE DIST 5,1971,765,803,30,1598,81.08 %
PINE DIST 6,831,367,340,5,712,85.68 %
PINE DIST 7,1478,639,560,21,1220,82.54 %
PINE DIST 8,1138,500,422,17,939,82.51 %
PITCAIRN DIST 1,894,359,185,17,561,62.75 %
PITCAIRN DIST 2,466,186,64,6,256,54.94 %
PITCAIRN DIST 3,645,357,137,21,515,79.84 %
PITTSBURGH WARD 1 DIST 1,2993,355,602,23,980,32.74 %
PITTSBURGH WARD 1 DIST 2,658,110,207,12,329,50.00 %
PITTSBURGH WARD 2 DIST 1,2162,587,956,12,1555,71.92 %
PITTSBURGH WARD 2 DIST 2,1591,420,726,11,1157,72.72 %
PITTSBURGH WARD 3 DIST 1,259,57,101,6,164,63.32 %
PITTSBURGH WARD 3 DIST 2,665,201,277,9,487,73.23 %
PITTSBURGH WARD 3 DIST 3,355,112,122,7,241,67.89 %
PITTSBURGH WARD 3 DIST 4,493,102,168,3,273,55.38 %
PITTSBURGH WARD 3 DIST 5,490,113,165,14,292,59.59 %
PITTSBURGH WARD 4 DIST 1,261,39,47,2,88,33.72 %
PITTSBURGH WARD 4 DIST 2,748,173,212,4,389,52.01 %
PITTSBURGH WARD 4 DIST 3,354,102,97,3,202,57.06 %
PITTSBURGH WARD 4 DIST 4,229,68,69,8,145,63.32 %
PITTSBURGH WARD 4 DIST 5,916,254,182,10,446,48.69 %
PITTSBURGH WARD 4 DIST 6,759,174,158,5,337,44.40 %
PITTSBURGH WARD 4 DIST 7,2217,547,429,21,997,44.97 %
PITTSBURGH WARD 4 DIST 8,2409,468,318,28,814,33.79 %
PITTSBURGH WARD 4 DIST 9,884,216,359,2,577,65.27 %
PITTSBURGH WARD 4 DIST 10,609,116,208,2,326,53.53 %
PITTSBURGH WARD 4 DIST 11,567,100,326,2,428,75.49 %
PITTSBURGH WARD 4 DIST 12,663,92,259,4,355,53.54 %
PITTSBURGH WARD 4 DIST 13,646,125,165,0,290,44.89 %
PITTSBURGH WARD 4 DIST 14,1403,345,269,6,620,44.19 %
PITTSBURGH WARD 4 DIST 15,1023,244,264,8,516,50.44 %
PITTSBURGH WARD 4 DIST 16,1479,407,359,2,768,51.93 %
PITTSBURGH WARD 4 DIST 17,630,216,203,5,424,67.30 %
PITTSBURGH WARD 4 DIST 18,703,207,202,7,416,59.17 %
PITTSBURGH WARD 4 DIST 19,295,64,69,3,136,46.10 %
PITTSBURGH WARD 5 DIST 1,268,84,82,10,176,65.67 %
PITTSBURGH WARD 5 DIST 2,374,99,140,6,245,65.51 %
PITTSBURGH WARD 5 DIST 3,149,43,51,5,99,66.44 %
PITTSBURGH WARD 5 DIST 4,283,69,72,12,153,54.06 %
PITTSBURGH WARD 5 DIST 5,214,43,83,11,137,64.02 %
PITTSBURGH WARD 5 DIST 6,548,113,101,17,231,42.15 %
PITTSBURGH WARD 5 DIST 7,409,96,145,15,256,62.59 %
PITTSBURGH WARD 5 DIST 8,441,110,156,14,280,63.49 %
PITTSBURGH WARD 5 DIST 9,1124,229,411,10,650,57.83 %
PITTSBURGH WARD 5 DIST 10,464,144,151,8,303,65.30 %
PITTSBURGH WARD 5 DIST 11,361,91,118,9,218,60.39 %
PITTSBURGH WARD 5 DIST 12,367,124,118,2,244,66.49 %
PITTSBURGH WARD 5 DIST 13,259,74,79,3,156,60.23 %
PITTSBURGH WARD 5 DIST 14,265,49,109,13,171,64.53 %
PITTSBURGH WARD 5 DIST 15,250,65,69,12,146,58.40 %
PITTSBURGH WARD 5 DIST 16,186,45,47,4,96,51.61 %
PITTSBURGH WARD 5 DIST 17,249,63,91,4,158,63.45 %
PITTSBURGH WARD 5 DIST 18,65,18,26,0,44,67.69 %
PITTSBURGH WARD 6 DIST 1,1127,296,530,11,837,74.27 %
PITTSBURGH WARD 6 DIST 2,621,175,273,4,452,72.79 %
PITTSBURGH WARD 6 DIST 3,782,195,345,9,549,70.20 %
PITTSBURGH WARD 6 DIST 4,563,184,235,18,437,77.62 %
PITTSBURGH WARD 6 DIST 5,501,151,215,9,375,74.85 %
PITTSBURGH WARD 7 DIST 1,655,152,248,5,405,61.83 %
PITTSBURGH WARD 7 DIST 2,1073,269,496,9,774,72.13 %
PITTSBURGH WARD 7 DIST 3,771,146,334,2,482,62.52 %
PITTSBURGH WARD 7 DIST 4,1201,270,459,11,740,61.62 %
PITTSBURGH WARD 7 DIST 5,823,195,313,5,513,62.33 %
PITTSBURGH WARD 7 DIST 6,741,179,315,7,501,67.61 %
PITTSBURGH WARD 7 DIST 7,787,174,306,15,495,62.90 %
PITTSBURGH WARD 7 DIST 8,773,181,295,7,483,62.48 %
PITTSBURGH WARD 7 DIST 9,853,196,380,0,576,67.53 %
PITTSBURGH WARD 7 DIST 10,1120,256,507,8,771,68.84 %
PITTSBURGH WARD 7 DIST 11,1246,250,561,11,822,65.97 %
PITTSBURGH WARD 7 DIST 12,1179,237,571,6,814,69.04 %
PITTSBURGH WARD 7 DIST 13,558,108,190,7,305,54.66 %
PITTSBURGH WARD 7 DIST 14,465,103,204,2,309,66.45 %
PITTSBURGH WARD 8 DIST 1,376,113,182,5,300,79.79 %
PITTSBURGH WARD 8 DIST 2,637,211,280,8,499,78.34 %
PITTSBURGH WARD 8 DIST 3,880,269,318,3,590,67.05 %
PITTSBURGH WARD 8 DIST 4,870,230,358,3,591,67.93 %
PITTSBURGH WARD 8 DIST 5,642,203,279,7,489,76.17 %
PITTSBURGH WARD 8 DIST 6,445,137,173,7,317,71.24 %
PITTSBURGH WARD 8 DIST 7,868,205,389,13,607,69.93 %
PITTSBURGH WARD 8 DIST 8,685,185,303,3,491,71.68 %
PITTSBURGH WARD 8 DIST 9,877,192,363,10,565,64.42 %
PITTSBURGH WARD 8 DIST 10,678,165,308,4,477,70.35 %
PITTSBURGH WARD 8 DIST 11,723,166,299,6,471,65.15 %
PITTSBURGH WARD 8 DIST 12,626,173,256,8,437,69.81 %
PITTSBURGH WARD 8 DIST 13,556,115,218,6,339,60.97 %
PITTSBURGH WARD 9 DIST 1,615,171,261,9,441,71.71 %
PITTSBURGH WARD 9 DIST 2,594,164,268,10,442,74.41 %
PITTSBURGH WARD 9 DIST 3,655,194,291,7,492,75.11 %
PITTSBURGH WARD 9 DIST 4,652,194,277,10,481,73.77 %
PITTSBURGH WARD 9 DIST 5,668,185,300,14,499,74.70 %
PITTSBURGH WARD 9 DIST 6,585,183,264,10,457,78.12 %
PITTSBURGH WARD 9 DIST 7,441,105,223,4,332,75.28 %
PITTSBURGH WARD 9 DIST 8,737,235,325,7,567,76.93 %
PITTSBURGH WARD 9 DIST 9,651,160,278,13,451,69.28 %
PITTSBURGH WARD 10 DIST 1,640,165,299,4,468,73.13 %
PITTSBURGH WARD 10 DIST 2,637,208,261,6,475,74.57 %
PITTSBURGH WARD 10 DIST 3,722,230,286,13,529,73.27 %
PITTSBURGH WARD 10 DIST 4,543,202,249,4,455,83.79 %
PITTSBURGH WARD 10 DIST 5,511,182,221,8,411,80.43 %
PITTSBURGH WARD 10 DIST 6,506,197,179,20,396,78.26 %
PITTSBURGH WARD 10 DIST 7,632,218,293,3,514,81.33 %
PITTSBURGH WARD 10 DIST 8,611,221,282,7,510,83.47 %
PITTSBURGH WARD 10 DIST 9,548,228,228,5,461,84.12 %
PITTSBURGH WARD 10 DIST 10,600,207,308,7,522,87.00 %
PITTSBURGH WARD 10 DIST 11,645,215,298,1,514,79.69 %
PITTSBURGH WARD 10 DIST 12,565,152,260,19,431,76.28 %
PITTSBURGH WARD 10 DIST 13,567,202,247,13,462,81.48 %
PITTSBURGH WARD 10 DIST 14,570,195,250,10,455,79.82 %
PITTSBURGH WARD 10 DIST 15,381,104,142,2,248,65.09 %
PITTSBURGH WARD 10 DIST 16,328,89,92,15,196,59.76 %
PITTSBURGH WARD 10 DIST 17,469,135,182,0,317,67.59 %
PITTSBURGH WARD 10 DIST 18,536,164,207,9,380,70.90 %
PITTSBURGH WARD 10 DIST 19,463,155,168,9,332,71.71 %
PITTSBURGH WARD 11 DIST 1,637,160,309,10,479,75.20 %
PITTSBURGH WARD 11 DIST 2,577,127,243,9,379,65.68 %
PITTSBURGH WARD 11 DIST 3,439,97,182,4,283,64.46 %
PITTSBURGH WARD 11 DIST 4,512,108,203,8,319,62.30 %
PITTSBURGH WARD 11 DIST 5,577,161,221,3,385,66.72 %
PITTSBURGH WARD 11 DIST 6,873,215,400,6,621,71.13 %
PITTSBURGH WARD 11 DIST 7,675,145,387,0,532,78.81 %
PITTSBURGH WARD 11 DIST 8,544,129,247,4,380,69.85 %
PITTSBURGH WARD 11 DIST 9,670,174,348,11,533,79.55 %
PITTSBURGH WARD 11 DIST 10,561,148,323,4,475,84.67 %
PITTSBURGH WARD 11 DIST 11,668,143,340,13,496,74.25 %
PITTSBURGH WARD 11 DIST 12,712,173,375,6,554,77.81 %
PITTSBURGH WARD 11 DIST 13,715,179,376,14,569,79.58 %
PITTSBURGH WARD 11 DIST 14,627,165,217,9,391,62.36 %
PITTSBURGH WARD 11 DIST 15,370,81,85,14,180,48.65 %
PITTSBURGH WARD 11 DIST 16,602,142,262,14,418,69.44 %
PITTSBURGH WARD 11 DIST 17,707,194,283,9,486,68.74 %
PITTSBURGH WARD 11 DIST 18,522,126,193,16,335,64.18 %
PITTSBURGH WARD 12 DIST 1,226,57,55,5,117,51.77 %
PITTSBURGH WARD 12 DIST 2,299,108,58,4,170,56.86 %
PITTSBURGH WARD 12 DIST 3,159,57,35,0,92,57.86 %
PITTSBURGH WARD 12 DIST 4,324,105,88,9,202,62.35 %
PITTSBURGH WARD 12 DIST 5,143,51,31,0,82,57.34 %
PITTSBURGH WARD 12 DIST 6,215,67,49,6,122,56.74 %
PITTSBURGH WARD 12 DIST 7,319,91,89,1,181,56.74 %
PITTSBURGH WARD 12 DIST 8,200,73,35,3,111,55.50 %
PITTSBURGH WARD 12 DIST 9,303,62,87,5,154,50.83 %
PITTSBURGH WARD 12 DIST 10,423,129,149,0,278,65.72 %
PITTSBURGH WARD 12 DIST 11,456,121,148,16,285,62.50 %
PITTSBURGH WARD 12 DIST 12,627,112,193,9,314,50.08 %
PITTSBURGH WARD 12 DIST 13,399,113,131,18,262,65.66 %
PITTSBURGH WARD 12 DIST 14,319,99,92,2,193,60.50 %
PITTSBURGH WARD 12 DIST 15,560,171,202,4,377,67.32 %
PITTSBURGH WARD 12 DIST 16,382,83,152,3,238,62.30 %
PITTSBURGH WARD 13 DIST 1,321,98,96,13,207,64.49 %
PITTSBURGH WARD 13 DIST 2,364,114,77,16,207,56.87 %
PITTSBURGH WARD 13 DIST 3,309,101,77,14,192,62.14 %
PITTSBURGH WARD 13 DIST 4,303,78,83,11,172,56.77 %
PITTSBURGH WARD 13 DIST 5,316,86,94,3,183,57.91 %
PITTSBURGH WARD 13 DIST 6,365,115,74,18,207,56.71 %
PITTSBURGH WARD 13 DIST 7,372,106,72,10,188,50.54 %
PITTSBURGH WARD 13 DIST 8,298,84,78,14,176,59.06 %
PITTSBURGH WARD 13 DIST 9,284,73,73,2,148,52.11 %
PITTSBURGH WARD 13 DIST 10,179,58,38,3,99,55.31 %
PITTSBURGH WARD 13 DIST 11,395,119,60,1,180,45.57 %
PITTSBURGH WARD 13 DIST 12,386,115,123,1,239,61.92 %
PITTSBURGH WARD 13 DIST 13,264,73,47,9,129,48.86 %
PITTSBURGH WARD 13 DIST 14,263,71,60,5,136,51.71 %
PITTSBURGH WARD 13 DIST 15,300,99,65,6,170,56.67 %
PITTSBURGH WARD 13 DIST 16,291,76,83,13,172,59.11 %
PITTSBURGH WARD 13 DIST 17,832,234,190,3,427,51.32 %
PITTSBURGH WARD 13 DIST 18,239,73,21,2,96,40.17 %
PITTSBURGH WARD 13 DIST 19,486,147,222,3,372,76.54 %
PITTSBURGH WARD 14 DIST 1,846,149,316,4,469,55.44 %
PITTSBURGH WARD 14 DIST 2,1218,156,297,4,457,37.52 %
PITTSBURGH WARD 14 DIST 3,913,187,464,9,660,72.29 %
PITTSBURGH WARD 14 DIST 4,803,129,479,3,611,76.09 %
PITTSBURGH WARD 14 DIST 5,835,166,468,10,644,77.13 %
PITTSBURGH WARD 14 DIST 6,596,135,226,3,364,61.07 %
PITTSBURGH WARD 14 DIST 7,3533,343,469,16,828,23.44 %
PITTSBURGH WARD 14 DIST 8,830,189,377,12,578,69.64 %
PITTSBURGH WARD 14 DIST 9,779,170,491,6,667,85.62 %
PITTSBURGH WARD 14 DIST 10,732,156,440,4,600,81.97 %
PITTSBURGH WARD 14 DIST 11,833,192,479,4,675,81.03 %
PITTSBURGH WARD 14 DIST 12,837,182,380,7,569,67.98 %
PITTSBURGH WARD 14 DIST 13,759,162,425,12,599,78.92 %
PITTSBURGH WARD 14 DIST 14,873,179,481,11,671,76.86 %
PITTSBURGH WARD 14 DIST 15,776,156,392,5,553,71.26 %
PITTSBURGH WARD 14 DIST 16,492,111,303,1,415,84.35 %
PITTSBURGH WARD 14 DIST 17,473,112,283,7,402,84.99 %
PITTSBURGH WARD 14 DIST 18,745,157,442,8,607,81.48 %
PITTSBURGH WARD 14 DIST 19,615,143,360,3,506,82.28 %
PITTSBURGH WARD 14 DIST 20,643,113,366,10,489,76.05 %
PITTSBURGH WARD 14 DIST 21,605,161,316,4,481,79.50 %
PITTSBURGH WARD 14 DIST 22,745,156,436,9,601,80.67 %
PITTSBURGH WARD 14 DIST 23,715,138,418,5,561,78.46 %
PITTSBURGH WARD 14 DIST 24,577,100,337,6,443,76.78 %
PITTSBURGH WARD 14 DIST 25,972,196,580,12,788,81.07 %
PITTSBURGH WARD 14 DIST 26,597,151,327,4,482,80.74 %
PITTSBURGH WARD 14 DIST 27,532,198,260,3,461,86.65 %
PITTSBURGH WARD 14 DIST 28,543,231,230,4,465,85.64 %
PITTSBURGH WARD 14 DIST 29,804,198,413,5,616,76.62 %
PITTSBURGH WARD 14 DIST 30,689,148,401,2,551,79.97 %
PITTSBURGH WARD 14 DIST 31,1194,272,671,9,952,79.73 %
PITTSBURGH WARD 14 DIST 32,791,162,355,12,529,66.88 %
PITTSBURGH WARD 14 DIST 33,845,224,360,12,596,70.53 %
PITTSBURGH WARD 14 DIST 34,902,216,375,12,603,66.85 %
PITTSBURGH WARD 14 DIST 35,611,99,329,7,435,71.19 %
PITTSBURGH WARD 14 DIST 36,821,130,384,3,517,62.97 %
PITTSBURGH WARD 14 DIST 37,639,133,312,3,448,70.11 %
PITTSBURGH WARD 14 DIST 38,586,103,324,2,429,73.21 %
PITTSBURGH WARD 14 DIST 39,653,126,358,6,490,75.04 %
PITTSBURGH WARD 14 DIST 40,598,131,289,2,422,70.57 %
PITTSBURGH WARD 14 DIST 41,79,29,33,2,64,81.01 %
PITTSBURGH WARD 15 DIST 1,619,97,316,12,425,68.66 %
PITTSBURGH WARD 15 DIST 2,748,211,317,16,544,72.73 %
PITTSBURGH WARD 15 DIST 3,644,204,276,11,491,76.24 %
PITTSBURGH WARD 15 DIST 4,655,165,340,13,518,79.08 %
PITTSBURGH WARD 15 DIST 5,567,173,249,2,424,74.78 %
PITTSBURGH WARD 15 DIST 6,533,132,286,17,435,81.61 %
PITTSBURGH WARD 15 DIST 7,708,244,299,17,560,79.10 %
PITTSBURGH WARD 15 DIST 8,615,194,300,0,494,80.33 %
PITTSBURGH WARD 15 DIST 9,171,64,65,2,131,76.61 %
PITTSBURGH WARD 15 DIST 10,636,195,305,2,502,78.93 %
PITTSBURGH WARD 15 DIST 11,574,230,200,14,444,77.35 %
PITTSBURGH WARD 15 DIST 12,486,141,229,6,376,77.37 %
PITTSBURGH WARD 15 DIST 13,462,112,137,12,261,56.49 %
PITTSBURGH WARD 15 DIST 14,280,85,88,7,180,64.29 %
PITTSBURGH WARD 15 DIST 15,372,122,69,11,202,54.30 %
PITTSBURGH WARD 15 DIST 16,522,168,185,6,359,68.77 %
PITTSBURGH WARD 15 DIST 17,25,7,6,2,15,60.00 %
PITTSBURGH WARD 15 DIST 18,535,159,171,15,345,64.49 %
PITTSBURGH WARD 15 DIST 19,435,96,120,3,219,50.34 %
PITTSBURGH WARD 16 DIST 1,942,258,375,8,641,68.05 %
PITTSBURGH WARD 16 DIST 2,1266,321,490,22,833,65.80 %
PITTSBURGH WARD 16 DIST 3,952,320,329,19,668,70.17 %
PITTSBURGH WARD 16 DIST 4,432,155,128,8,291,67.36 %
PITTSBURGH WARD 16 DIST 5,635,208,255,7,470,74.02 %
PITTSBURGH WARD 16 DIST 6,526,181,186,18,385,73.19 %
PITTSBURGH WARD 16 DIST 7,410,149,111,15,275,67.07 %
PITTSBURGH WARD 16 DIST 8,171,29,21,7,57,33.33 %
PITTSBURGH WARD 16 DIST 9,479,196,133,1,330,68.89 %
PITTSBURGH WARD 16 DIST 10,382,146,123,2,271,70.94 %
PITTSBURGH WARD 16 DIST 11,416,148,117,5,270,64.90 %
PITTSBURGH WARD 17 DIST 1,264,96,83,0,179,67.80 %
PITTSBURGH WARD 17 DIST 2,881,295,272,5,572,64.93 %
PITTSBURGH WARD 17 DIST 3,606,201,229,21,451,74.42 %
PITTSBURGH WARD 17 DIST 4,813,264,324,9,597,73.43 %
PITTSBURGH WARD 17 DIST 5,623,214,213,6,433,69.50 %
PITTSBURGH WARD 17 DIST 6,444,159,119,8,286,64.41 %
PITTSBURGH WARD 17 DIST 7,400,136,147,1,284,71.00 %
PITTSBURGH WARD 17 DIST 8,439,154,152,5,311,70.84 %
PITTSBURGH WARD 18 DIST 1,575,257,198,14,469,81.57 %
PITTSBURGH WARD 18 DIST 2,414,111,126,10,247,59.66 %
PITTSBURGH WARD 18 DIST 3,365,100,127,9,236,64.66 %
PITTSBURGH WARD 18 DIST 4,435,148,112,13,273,62.76 %
PITTSBURGH WARD 18 DIST 5,950,289,398,7,694,73.05 %
PITTSBURGH WARD 18 DIST 6,376,130,95,5,230,61.17 %
PITTSBURGH WARD 18 DIST 7,469,157,153,12,322,68.66 %
PITTSBURGH WARD 18 DIST 8,266,81,70,5,156,58.65 %
